schedule_id,review_id,user_ig_username,user_subscriber_id,incoming_message_text,incoming_message_timestamp,response_text,calculated_delay_minutes,scheduled_send_time,status,created_at,sent_at,error_message,original_response_time,user_response_time,user_notes,manual_context,processed_at
271,1675,like_the_doll_,1011633504,Yes!!!!! I lived in a car last year to work on a campaign and drove across the country for it So pretty committed,2025-07-04T01:49:19.047450,Hell yeah! That's unreal dedication living in a car and driving across the country for it! Sounds like that passion really gives you heaps of energy then hey!,1,2025-07-04T01:51:48.177271,sent,2025-07-03 15:50:48,2025-07-04T01:52:23.067008,,2025-07-03 15:50:48,2025-07-04T01:49:19.047450,,Auto-updated with 4 new messages (0 added to history),2025-07-04T01:52:23.067008
272,1676,grateful_vegan_sunflower,30817551,Pretty cool. My nutrition is great though. I’m seeing the results I want with the plan I have made,2025-07-04T01:52:03.794653,"Yeah nice one! Awesome you're seeing the results you want with the plan you've made hey, killing it! Seriously impressive you're getting those results yourself. Keen you're excited for that academy to kick off mid month! What part are you most keen to learn about?",2,2025-07-04T01:55:33.639455,sent,2025-07-03 15:53:33,2025-07-04T01:56:56.660621,,2025-07-03 15:53:33,2025-07-04T01:52:03.794653,,Auto-updated with 15 new messages (1 added to history),2025-07-04T01:56:56.660621
273,1677,user_2010925209,2010925209,It’s been four years now!! Been inspired by a Portuguese friend who visited my country back in 2021! What about you?,2025-07-04T02:06:21.123701,"Yea nice one, four years is solid! That's cool you got inspired by your friend hey.
I've been vegetarian since birth, gave up milk a few years ago! Love that feeling of being inspired to make big life changes! Do you channel that energy into any fitness or movement stuff too?",2,2025-07-04T02:09:52.118123,sent,2025-07-03 16:07:52,2025-07-04T02:10:24.247998,,2025-07-03 16:07:52,2025-07-04T02:06:21.123701,,Auto-updated with 1 new messages (0 added to history),2025-07-04T02:10:24.247998
274,1678,grateful_vegan_sunflower,30817551,Just learning how to find paying clients,2025-07-04T02:08:36.364963,"Yeah nice one focusing on finding those paying clients hey, thats a massive part of it! Keen for that academy to kick off mid month hey?",2,2025-07-04T02:12:07.024418,sent,2025-07-03 16:10:07,2025-07-04T02:12:58.198733,,2025-07-03 16:10:07,2025-07-04T02:08:36.364963,,Auto-updated with 16 new messages (0 added to history),2025-07-04T02:12:58.198733
275,1679,user_1350192157,1350192157,"Hey! Good morning 😊 
I noticed that about you too lol it’s nice to meet other vegans. I’ve been on a plant based diet over 7 months now. You?",2025-07-04T02:18:45.201485,"Yeah nice one! 7 months plant based is solid hey. I've been vegetarian since birth, gave up milk a few years ago! How did you feel making the transition? :)",3,2025-07-04T02:23:26.341325,sent,2025-07-03 16:20:26,2025-07-04T02:24:26.085068,,2025-07-03 16:20:26,2025-07-04T02:18:45.201485,,Auto-updated with 1 new messages (0 added to history),2025-07-04T02:24:26.085068
276,1680,asemanenilgun000,622828110,"Yes, I hope they think the same 😍✨️",2025-07-04T02:25:19.326991,"Yeah nice one, I'm sure they totally think the same 😍 That's awesome you're able to give them that kind of life hey! What sort of caregivers do you hand them over to after they're treated?",2,2025-07-04T02:28:51.068521,sent,2025-07-03 16:26:51,2025-07-04T02:29:53.742236,,2025-07-03 16:26:51,2025-07-04T02:25:19.326991,,Auto-updated with 21 new messages (0 added to history),2025-07-04T02:29:53.742236
277,1681,user_167810061,167810061,Hey!! Ive been vegan for about 7 years now! Hbu??,2025-07-04T02:28:40.076810,"Yeah nice one, 7 years is solid! I've been vegetarian since birth, gave up milk a few years ago! That's awesome! What got you into veganism?",2,2025-07-04T02:32:04.798992,sent,2025-07-03 16:30:04,2025-07-04T02:33:18.135077,,2025-07-03 16:30:04,2025-07-04T02:28:40.076810,,Auto-updated with 1 new messages (0 added to history),2025-07-04T02:33:18.135077
278,1682,like_the_doll_,1011633504,Sure does! Was the best campaign I worked on by far,2025-07-04T02:29:43.737894,"Ah nice! Yeah love that you found something you're so passionate about hey, especially something so good!

Sounds like that energy boost you get from it is unreal. Do you channel that passion and energy into any fitness stuff too?",2,2025-07-04T02:33:09.342957,sent,2025-07-03 16:31:09,2025-07-04T02:34:41.348469,,2025-07-03 16:31:09,2025-07-04T02:29:43.737894,,Auto-updated with 5 new messages (0 added to history),2025-07-04T02:34:41.348469
279,1683,asemanenilgun000,622828110,We learn of their location through public reports and take the necessary measures.,2025-07-04T02:34:57.108663,"Yeah okay, getting reports from the public is a solid way to find them hey! That's awesome you guys have that network setup. And no worries at all about the English, Google Translate sounds like it's helping heaps!

So after they're rescued and treated, what sort of caregivers do you usually hand them over to?",1,2025-07-04T02:37:29.114138,sent,2025-07-03 16:36:29,2025-07-04T02:38:08.438227,,2025-07-03 16:36:29,2025-07-04T02:34:57.108663,,Auto-updated with 22 new messages (0 added to history),2025-07-04T02:38:08.438227
280,1684,iicandii9,1350192157,Wow! That’s awesome! I really wish I went vegan a whole lot sooner but it’s okay. It’s honestly been the best transition of my life. :) You’re from Australia right?,2025-07-04T02:36:54.406778,"Yeah totally get that! It happens like that hey, but awesome you made the transition! And yeah I am from Australia! How long have you been vegan for now?",1,2025-07-04T02:39:22.616391,sent,2025-07-03 16:38:22,2025-07-04T02:40:35.364532,,2025-07-03 16:38:22,2025-07-04T02:36:54.406778,,Auto-updated with 1 new messages (0 added to history),2025-07-04T02:40:35.364532
281,1685,iicandii9,1350192157,"You know, I’ve always been curious about the animal agriculture in other countries. Is it just as bad in Australia like it is here in the U.S? 🤔",2025-07-04T02:47:37.556041,"Yeah that's a solid question hey, I think it's pretty gnarly everywhere to be honest, definitely similar issues. Glad the transition has been so good for you though! How's the vegan scene over there in the US? Easy enough to find options?",3,2025-07-04T02:52:07.778518,sent,2025-07-03 16:49:07,2025-07-04T02:53:02.526978,,2025-07-03 16:49:07,2025-07-04T02:47:37.556041,,Auto-updated with 2 new messages (0 added to history),2025-07-04T02:53:02.526978
282,1686,iicandii9,1350192157,"Yeah, you’re right about that. My meal options are fine, but I wish there were quicker choices since I'm always on the go; planning ahead helps, though.",2025-07-04T03:06:15.332510,"Yeah totally get that, being on the go makes finding quick options tricky hey! Planning ahead definitely makes a huge difference.

Look, since you're into the plant-based life and struggle with finding quick choices while you're busy, I reckon you'd be perfect for something special I'm running. It's designed to show you how to get incredible results while eating vegan, including easy meal options when you're flat out.

Perfect! I've got all the details on my website - check out cocospersonaltraining.com/plantbasedchallenge and if it looks good, just hit the join button, then come back and let me know and ill get started on your Meal Plan",3,2025-07-04T03:10:44.098233,sent,2025-07-03 17:07:44,2025-07-04T03:11:30.496768,,2025-07-03 17:07:44,2025-07-04T03:06:15.332510,,Auto-updated with 3 new messages (0 added to history),2025-07-04T03:11:30.496768
283,1687,like_the_doll_,1011633504,No,2025-07-04T03:09:59.526266,"Fair enough hey! Totally get that! Hell yeah on that dedication for the campaign living in a car and driving cross country though, that's unreal! What was the biggest challenge living like that?",2,2025-07-04T03:13:31.162277,sent,2025-07-03 17:11:31,2025-07-04T03:15:23.682504,,2025-07-03 17:11:31,2025-07-04T03:09:59.526266,,Auto-updated with 6 new messages (0 added to history),2025-07-04T03:15:23.682504
284,1688,livingthat_lablife,734104225,That’s so awesome! I really wish I grew up at least vegetarian but thankful I made the switch when I did.,2025-07-04T03:10:55.104377,"Haha nice one, totally get that feeling about wishing you switched earlier! How did you find making the transition?",1,2025-07-04T03:13:24.172683,sent,2025-07-03 17:12:24,2025-07-04T03:13:59.401530,,2025-07-03 17:12:24,2025-07-04T03:10:55.104377,,Auto-updated with 1 new messages (0 added to history),2025-07-04T03:13:59.401530
285,1689,user_774846284,774846284,I've been vegan for 10 years now 🌱 hbu? And ofc that's what I'm here for to connect to like minds,2025-07-04T03:17:41.023031,"Yeah nice one, 10 years is solid! I've been vegetarian since birth, gave up milk a few years ago! You've definitely got the nutrition side sorted! I'm actually running something that might be perfect for someone with your vegan experience. Perfect! I've got all the details on my website - check out cocospersonaltraining.com/plantbasedchallenge and if it looks good, just hit the join button, then come back and let me know and ill get started on your Meal Plan",2,2025-07-04T03:21:15.051012,sent,2025-07-03 17:19:15,2025-07-04T03:22:18.867616,,2025-07-03 17:19:15,2025-07-04T03:17:41.023031,,Auto-updated with 1 new messages (0 added to history),2025-07-04T03:22:18.867616
286,1690,like_the_doll_,1011633504,"So me and my ex lived in it together and honestly it would've been much more feasible with one person, but since it was a packed car every night we'd have to move all of our stuff from the back to the front so we can sleep. And that's kinda annoying when you're tired and just want to lay for the night Also when stores would close and we have nowhere to do computer work",2025-07-04T03:17:42.938241,"Yeah totally get that, sounds rough moving stuff every night when you're tired hey, and yeah finding spots for computer work would be tough! How long were you living like that for?",1,2025-07-04T03:20:27.515445,sent,2025-07-03 17:19:27,2025-07-04T03:21:52.703534,,2025-07-03 17:19:27,2025-07-04T03:17:42.938241,,Auto-updated with 7 new messages (0 added to history),2025-07-04T03:21:52.703534
287,1691,livrenee_fit,7432133,Yesss!! Honestly for me I always had an issue with eating meat - I remember in middle school I signed up for PETA’s mailing list haha. Then once I was living on my own I educated myself more and made the switch! Are your parents vegan/vegetarian?,2025-07-04T03:18:52.798134,"Yeah nice one! That makes a lot of sense, sounds like it was always something on your mind hey. The PETA mailing list is classic!

Yeah my parents have always been vegetarian too! :) How did you feel after you made the switch?",2,2025-07-04T03:22:21.351634,sent,2025-07-03 17:20:21,2025-07-04T03:23:43.846252,,2025-07-03 17:20:21,2025-07-04T03:18:52.798134,,Auto-updated with 2 new messages (0 added to history),2025-07-04T03:23:43.846252
288,1692,user_1531199795,1531199795,Been vegan 10 years. You?,2025-07-04T03:44:57.651550,"Yeah nice one, 10 years is solid! I've been vegetarian since birth, gave up milk a few years ago! That's awesome! What got you into veganism?",1,2025-07-04T03:47:26.549415,sent,2025-07-03 17:46:26,2025-07-04T03:48:11.340606,,2025-07-03 17:46:26,2025-07-04T03:44:57.651550,,Auto-updated with 1 new messages (0 added to history),2025-07-04T03:48:11.340606
289,1693,grateful_vegan_sunflower,30817551,Think so,2025-07-04T03:52:08.990271,"Yeah right, sounds like you're keen hey! Focusing on finding those paying clients is massive. Have you thought much about how you'll start looking for those first few when the academy kicksoff?",3,2025-07-04T03:56:41.501200,sent,2025-07-03 17:53:41,2025-07-04T03:57:40.684540,,2025-07-03 17:53:41,2025-07-04T03:52:08.990271,,Auto-updated with 17 new messages (0 added to history),2025-07-04T03:57:40.684540
290,1694,livrenee_fit,7432133,That’s amazing ☺️ It felt great! I definitely think I was lactose-intolerant and I also had really bad psoriasis that went away almost immediately after cutting dairy 🙌,2025-07-04T04:00:44.440443,"Yeah that's wild how cutting dairy sorted that out for you, psoriasis clearing up is amazing! Sounds like your body loves the changes you've made hey. Do you focus on the fitness side as well?",2,2025-07-04T04:04:14.895865,sent,2025-07-03 18:02:14,2025-07-04T04:05:10.109657,,2025-07-03 18:02:14,2025-07-04T04:00:44.440443,,Auto-updated with 3 new messages (0 added to history),2025-07-04T04:05:10.109657
291,1695,asemanenilgun000,622828110,"We have a series of requirements and documents that must be approved before delivering the bird to them. Such as address and telephone number, necessary conditions, and having sufficient experience and knowledge of bird care.",2025-07-04T04:07:58.108728,"Yeah wow that sounds like a really thorough process for finding caregivers hey! Awesome you guys put that much care into it.

Sounds like all that work with the rescue group and the birds keeps you pretty busy! How do you manage to find the energy for all that?",1,2025-07-04T04:10:25.164217,sent,2025-07-03 18:09:25,2025-07-04T04:11:36.440945,,2025-07-03 18:09:25,2025-07-04T04:07:58.108728,,Auto-updated with 23 new messages (0 added to history),2025-07-04T04:11:36.440945
292,1696,henry_ngwena_av,2010925209,"Sure!! I usually do bike rides every evening to keep myself on track! 
And soon I’m embarking on a vegan mission to promote plant based lifestyle in the hunting communities",2025-07-04T04:11:38.895951,"Yeah solid! Getting those bike rides in every evening is unreal for keeping on track hey!

And man, that vegan mission to promote plant based lifestyle in hunting communities... that sounds bloody powerful and super challenging!

Sounds like you're putting in the physical yards for it. Are you following any kind of specific training or support plan to get you ready and keep you fuelled for that kind of mission?",2,2025-07-04T04:15:10.108227,sent,2025-07-03 18:13:10,2025-07-04T04:16:07.051632,,2025-07-03 18:13:10,2025-07-04T04:11:38.895951,,Auto-updated with 1 new messages (0 added to history),2025-07-04T04:16:07.051632
